id,timestamp,temperature,humidity,precipitation,wind_speed,weather_code,description
1,2026-02-25 17:08:00+00,16.2,61,0,10.5,0,clear sky
2,2026-02-25 17:12:00+00,16.2,61,0,10.5,0,clear sky
3,2026-02-25 17:19:00+00,15.9,63,0,10.2,0,clear sky
4,2026-02-25 17:20:00+00,15.9,63,0,10.2,0,clear sky
5,2026-02-25 17:21:00+00,15.9,63,0,10.2,0,clear sky
6,2026-02-25 17:22:00+00,15.9,63,0,10.2,0,clear sky
7,2026-02-25 17:24:00+00,15.9,63,0,10.2,0,clear sky
8,2026-02-25 17:25:00+00,15.9,63,0,10.2,0,clear sky
9,2026-02-25 17:26:00+00,15.9,63,0,10.2,0,clear sky
10,2026-02-25 17:27:00+00,15.9,63,0,10.2,0,clear sky
11,2026-02-25 17:28:00+00,15.9,63,0,10.2,0,clear sky
12,2026-02-25 17:29:00+00,15.9,63,0,10.2,0,clear sky
13,2026-02-25 17:30:00+00,15.6,64,0,9.7,0,clear sky
14,2026-02-25 17:31:00+00,15.6,64,0,9.7,0,clear sky
15,2026-02-25 17:32:00+00,15.6,64,0,9.7,0,clear sky
16,2026-02-25 17:33:00+00,15.6,64,0,9.7,0,clear sky
17,2026-02-25 17:34:00+00,15.6,64,0,9.7,0,clear sky
18,2026-02-25 17:35:00+00,15.6,64,0,9.7,0,clear sky
19,2026-02-25 17:36:00+00,15.6,64,0,9.7,0,clear sky
20,2026-02-25 17:37:00+00,15.6,64,0,9.7,0,clear sky
21,2026-02-25 17:38:00+00,15.6,64,0,9.7,0,clear sky
22,2026-02-25 17:40:00+00,15.6,64,0,9.7,0,clear sky
23,2026-02-25 17:41:00+00,15.6,64,0,9.7,0,clear sky
24,2026-02-25 17:42:00+00,15.6,64,0,9.7,0,clear sky
25,2026-02-25 17:43:00+00,15.6,64,0,9.7,0,clear sky
26,2026-02-25 17:44:00+00,15.6,64,0,9.7,0,clear sky
27,2026-02-25 17:45:00+00,15.2,66,0,9.5,0,clear sky
28,2026-02-25 17:46:00+00,15.2,66,0,9.5,0,clear sky
29,2026-02-25 17:47:00+00,15.2,66,0,9.5,0,clear sky
30,2026-02-25 17:48:00+00,15.2,66,0,9.5,0,clear sky
31,2026-02-25 17:49:00+00,15.2,66,0,9.5,0,clear sky
32,2026-02-25 17:50:00+00,15.2,66,0,9.5,0,clear sky
33,2026-02-25 17:51:00+00,15.2,66,0,9.5,0,clear sky
34,2026-02-25 17:53:00+00,15.2,66,0,9.5,0,clear sky
35,2026-02-25 17:54:00+00,15.2,66,0,9.5,0,clear sky
36,2026-02-25 17:55:00+00,15.2,66,0,9.5,0,clear sky
37,2026-02-25 17:56:00+00,15.2,66,0,9.5,0,clear sky
38,2026-02-25 17:57:00+00,15.2,66,0,9.5,0,clear sky
39,2026-02-25 17:58:00+00,15.2,66,0,9.5,0,clear sky
40,2026-02-25 17:59:00+00,15.2,66,0,9.5,0,clear sky
41,2026-02-25 18:00:00+00,15,67,0,9.2,2,partly cloudy
42,2026-02-25 18:01:00+00,15,67,0,9.2,2,partly cloudy
43,2026-02-25 18:02:00+00,15,67,0,9.2,2,partly cloudy
44,2026-02-25 18:03:00+00,15,67,0,9.2,2,partly cloudy
45,2026-02-25 18:04:00+00,15,67,0,9.2,2,partly cloudy
46,2026-02-25 18:05:00+00,15,67,0,9.2,2,partly cloudy
47,2026-02-25 18:06:00+00,15,67,0,9.2,2,partly cloudy
48,2026-02-25 18:08:00+00,15,67,0,9.2,2,partly cloudy
49,2026-02-25 18:09:00+00,15,67,0,9.2,2,partly cloudy
50,2026-02-25 18:10:00+00,15,67,0,9.2,2,partly cloudy
51,2026-02-25 18:11:00+00,15,67,0,9.2,2,partly cloudy
52,2026-02-25 18:12:00+00,15,67,0,9.2,2,partly cloudy
53,2026-02-25 18:13:00+00,15,67,0,9.2,2,partly cloudy
54,2026-02-25 18:14:00+00,15,67,0,9.2,2,partly cloudy
55,2026-02-25 18:15:00+00,14.6,69,0,8.7,2,partly cloudy
56,2026-02-25 18:16:00+00,14.6,69,0,8.7,2,partly cloudy
57,2026-02-25 18:17:00+00,14.6,69,0,8.7,2,partly cloudy
58,2026-02-25 18:18:00+00,14.6,69,0,8.7,2,partly cloudy
59,2026-02-25 18:19:00+00,14.6,69,0,8.7,2,partly cloudy
60,2026-02-25 18:20:00+00,14.6,69,0,8.7,2,partly cloudy
61,2026-02-25 18:21:00+00,14.6,69,0,8.7,2,partly cloudy
62,2026-02-25 18:22:00+00,14.6,69,0,8.7,2,partly cloudy
63,2026-02-25 18:24:00+00,14.6,69,0,8.7,2,partly cloudy
64,2026-02-25 18:25:00+00,14.6,69,0,8.7,2,partly cloudy
65,2026-02-25 18:26:00+00,14.6,69,0,8.7,2,partly cloudy
66,2026-02-25 18:27:00+00,14.6,69,0,8.7,2,partly cloudy
67,2026-02-25 18:28:00+00,14.6,69,0,8.7,2,partly cloudy
68,2026-02-25 18:29:00+00,14.6,69,0,8.7,2,partly cloudy
69,2026-02-25 18:30:00+00,14.3,71,0,8.5,2,partly cloudy
70,2026-02-25 18:31:00+00,14.3,71,0,8.5,2,partly cloudy
71,2026-02-25 18:32:00+00,14.3,71,0,8.5,2,partly cloudy
72,2026-02-25 18:34:00+00,14.3,71,0,8.5,2,partly cloudy
73,2026-02-25 18:35:00+00,14.3,71,0,8.5,2,partly cloudy
74,2026-02-25 18:36:00+00,14.3,71,0,8.5,2,partly cloudy
75,2026-02-25 18:37:00+00,14.3,71,0,8.5,2,partly cloudy
76,2026-02-25 18:38:00+00,14.3,71,0,8.5,2,partly cloudy
77,2026-02-25 18:39:00+00,14.3,71,0,8.5,2,partly cloudy
78,2026-02-25 18:40:00+00,14.3,71,0,8.5,2,partly cloudy
79,2026-02-25 18:41:00+00,14.3,71,0,8.5,2,partly cloudy
80,2026-02-25 18:42:00+00,14.3,71,0,8.5,2,partly cloudy
81,2026-02-25 18:43:00+00,14.3,71,0,8.5,2,partly cloudy
82,2026-02-25 18:44:00+00,14.3,71,0,8.5,2,partly cloudy
83,2026-02-25 18:45:00+00,14,73,0,8.2,2,partly cloudy
84,2026-02-25 18:46:00+00,14,73,0,8.2,2,partly cloudy
85,2026-02-25 18:47:00+00,14,73,0,8.2,2,partly cloudy
86,2026-02-25 18:49:00+00,14,73,0,8.2,2,partly cloudy
87,2026-02-25 18:50:00+00,14,73,0,8.2,2,partly cloudy
88,2026-02-25 18:51:00+00,14,73,0,8.2,2,partly cloudy
89,2026-02-25 18:52:00+00,14,73,0,8.2,2,partly cloudy
90,2026-02-25 18:53:00+00,14,73,0,8.2,2,partly cloudy
91,2026-02-25 18:54:00+00,14,73,0,8.2,2,partly cloudy
92,2026-02-25 18:55:00+00,14,73,0,8.2,2,partly cloudy
93,2026-02-25 18:56:00+00,14,73,0,8.2,2,partly cloudy
94,2026-02-25 18:57:00+00,14,73,0,8.2,2,partly cloudy
95,2026-02-25 18:58:00+00,14,73,0,8.2,2,partly cloudy
96,2026-02-25 18:59:00+00,14,73,0,8.2,2,partly cloudy
97,2026-02-25 19:00:00+00,13.8,74,0,8,1,mainly clear
98,2026-02-25 19:01:00+00,13.8,74,0,8,1,mainly clear
99,2026-02-25 19:02:00+00,13.8,74,0,8,1,mainly clear
100,2026-02-25 19:04:00+00,13.8,74,0,8,1,mainly clear
101,2026-02-25 19:05:00+00,13.8,74,0,8,1,mainly clear
102,2026-02-25 19:06:00+00,13.8,74,0,8,1,mainly clear
103,2026-02-25 19:07:00+00,13.8,74,0,8,1,mainly clear
104,2026-02-25 19:08:00+00,13.8,74,0,8,1,mainly clear
105,2026-02-25 19:09:00+00,13.8,74,0,8,1,mainly clear
106,2026-02-25 19:10:00+00,13.8,74,0,8,1,mainly clear
107,2026-02-25 19:11:00+00,13.8,74,0,8,1,mainly clear
108,2026-02-25 19:12:00+00,13.8,74,0,8,1,mainly clear
109,2026-02-25 19:13:00+00,13.8,74,0,8,1,mainly clear
110,2026-02-25 19:14:00+00,13.8,74,0,8,1,mainly clear
111,2026-02-25 19:16:00+00,13.5,75,0,7.7,1,mainly clear
112,2026-02-25 19:17:00+00,13.5,75,0,7.7,1,mainly clear
113,2026-02-25 19:18:00+00,13.5,75,0,7.7,1,mainly clear
114,2026-02-25 19:19:00+00,13.5,75,0,7.7,1,mainly clear
115,2026-02-25 19:20:00+00,13.5,75,0,7.7,1,mainly clear
116,2026-02-25 19:21:00+00,13.5,75,0,7.7,1,mainly clear
117,2026-02-25 19:22:00+00,13.5,75,0,7.7,1,mainly clear
118,2026-02-25 19:23:00+00,13.5,75,0,7.7,1,mainly clear
119,2026-02-25 19:24:00+00,13.5,75,0,7.7,1,mainly clear
120,2026-02-25 19:25:00+00,13.6,74,0,8.4,2,partly cloudy
121,2026-02-25 19:26:00+00,13.6,74,0,8.4,2,partly cloudy
122,2026-02-25 19:27:00+00,13.6,74,0,8.4,2,partly cloudy
123,2026-02-25 19:28:00+00,13.6,74,0,8.4,2,partly cloudy
124,2026-02-25 19:31:00+00,13.3,75,0,7.9,2,partly cloudy
125,2026-02-25 19:32:00+00,13.3,75,0,7.9,2,partly cloudy
126,2026-02-25 19:33:00+00,13.3,75,0,7.9,2,partly cloudy
127,2026-02-25 19:34:00+00,13.3,75,0,7.9,2,partly cloudy
128,2026-02-25 19:35:00+00,13.3,75,0,7.9,2,partly cloudy
129,2026-02-25 19:36:00+00,13.3,75,0,7.9,2,partly cloudy
130,2026-02-25 19:37:00+00,13.3,75,0,7.9,2,partly cloudy
131,2026-02-25 19:38:00+00,13.3,75,0,7.9,2,partly cloudy
132,2026-02-25 19:39:00+00,13.3,75,0,7.9,2,partly cloudy
133,2026-02-25 19:40:00+00,13.3,75,0,7.9,2,partly cloudy
134,2026-02-25 19:41:00+00,13.3,75,0,7.9,2,partly cloudy
135,2026-02-25 19:42:00+00,13.3,75,0,7.9,2,partly cloudy
136,2026-02-25 19:44:00+00,13.3,75,0,7.9,2,partly cloudy
137,2026-02-25 19:45:00+00,13.1,76,0,7.9,2,partly cloudy
138,2026-02-25 19:46:00+00,13.1,76,0,7.9,2,partly cloudy
139,2026-02-25 19:47:00+00,13.1,76,0,7.9,2,partly cloudy
140,2026-02-25 19:48:00+00,13.1,76,0,7.9,2,partly cloudy
141,2026-02-25 19:49:00+00,13.1,76,0,7.9,2,partly cloudy
142,2026-02-25 19:50:00+00,13.1,76,0,7.9,2,partly cloudy
143,2026-02-25 19:51:00+00,13.1,76,0,7.9,2,partly cloudy
144,2026-02-25 19:52:00+00,13.1,76,0,7.9,2,partly cloudy
145,2026-02-25 19:53:00+00,13.1,76,0,7.9,2,partly cloudy
146,2026-02-25 19:54:00+00,13.1,76,0,7.9,2,partly cloudy
147,2026-02-25 19:55:00+00,13.1,76,0,7.9,2,partly cloudy
148,2026-02-25 19:56:00+00,13.1,76,0,7.9,2,partly cloudy
149,2026-02-25 19:58:00+00,13.1,76,0,7.9,2,partly cloudy
150,2026-02-25 19:59:00+00,13.1,76,0,7.9,2,partly cloudy
151,2026-02-25 20:00:00+00,12.9,77,0,7.7,1,mainly clear
152,2026-02-25 20:01:00+00,12.9,77,0,7.7,1,mainly clear
153,2026-02-25 20:02:00+00,12.9,77,0,7.7,1,mainly clear
154,2026-02-25 20:03:00+00,12.9,77,0,7.7,1,mainly clear
155,2026-02-25 20:04:00+00,12.9,77,0,7.7,1,mainly clear
156,2026-02-25 20:05:00+00,12.9,77,0,7.7,1,mainly clear
157,2026-02-25 20:06:00+00,12.9,77,0,7.7,1,mainly clear
158,2026-02-25 20:07:00+00,12.9,77,0,7.7,1,mainly clear
159,2026-02-25 20:08:00+00,12.9,77,0,7.7,1,mainly clear
160,2026-02-25 20:09:00+00,12.9,77,0,7.7,1,mainly clear
161,2026-02-25 20:10:00+00,12.9,77,0,7.7,1,mainly clear
162,2026-02-25 20:12:00+00,12.9,77,0,7.7,1,mainly clear
163,2026-02-25 20:13:00+00,12.9,77,0,7.7,1,mainly clear
164,2026-02-25 20:14:00+00,12.9,77,0,7.7,1,mainly clear
165,2026-02-25 20:15:00+00,12.6,78,0,7.4,1,mainly clear
166,2026-02-25 20:16:00+00,12.6,78,0,7.4,1,mainly clear
167,2026-02-25 20:17:00+00,12.6,78,0,7.4,1,mainly clear
168,2026-02-25 20:18:00+00,12.6,78,0,7.4,1,mainly clear
169,2026-02-25 20:19:00+00,12.6,78,0,7.4,1,mainly clear
170,2026-02-25 20:20:00+00,12.6,78,0,7.4,1,mainly clear
171,2026-02-25 20:21:00+00,12.6,78,0,7.4,1,mainly clear
172,2026-02-25 20:22:00+00,12.6,78,0,7.4,1,mainly clear
173,2026-02-25 20:23:00+00,12.6,78,0,7.4,1,mainly clear
174,2026-02-25 20:24:00+00,12.6,78,0,7.4,1,mainly clear
175,2026-02-25 20:25:00+00,12.6,78,0,7.4,1,mainly clear
176,2026-02-25 20:27:00+00,12.6,78,0,7.4,1,mainly clear
177,2026-02-25 20:28:00+00,12.6,78,0,7.4,1,mainly clear
178,2026-02-25 20:29:00+00,12.6,78,0,7.4,1,mainly clear
179,2026-02-25 20:30:00+00,12.4,78,0,7.2,1,mainly clear
180,2026-02-25 20:31:00+00,12.4,78,0,7.2,1,mainly clear
181,2026-02-25 20:32:00+00,12.4,78,0,7.2,1,mainly clear
182,2026-02-25 20:33:00+00,12.4,78,0,7.2,1,mainly clear
183,2026-02-25 20:34:00+00,12.4,78,0,7.2,1,mainly clear
184,2026-02-25 20:35:00+00,12.4,78,0,7.2,1,mainly clear
185,2026-02-25 20:36:00+00,12.4,78,0,7.2,1,mainly clear
186,2026-02-25 20:37:00+00,12.4,78,0,7.2,1,mainly clear
187,2026-02-25 20:38:00+00,12.4,78,0,7.2,1,mainly clear
188,2026-02-25 20:39:00+00,12.4,78,0,7.2,1,mainly clear
189,2026-02-25 20:40:00+00,12.4,78,0,7.2,1,mainly clear
190,2026-02-25 20:42:00+00,12.4,78,0,7.2,1,mainly clear
191,2026-02-25 20:43:00+00,12.4,78,0,7.2,1,mainly clear
192,2026-02-25 20:44:00+00,12.4,78,0,7.2,1,mainly clear
193,2026-02-25 20:45:00+00,12.2,78,0,7.2,1,mainly clear
194,2026-02-25 20:46:00+00,12.2,78,0,7.2,1,mainly clear
195,2026-02-25 20:47:00+00,12.2,78,0,7.2,1,mainly clear
196,2026-02-25 20:48:00+00,12.2,78,0,7.2,1,mainly clear
197,2026-02-25 20:49:00+00,12.2,78,0,7.2,1,mainly clear
198,2026-02-25 20:50:00+00,12.2,78,0,7.2,1,mainly clear
199,2026-02-25 20:51:00+00,12.2,78,0,7.2,1,mainly clear
200,2026-02-25 20:52:00+00,12.2,78,0,7.2,1,mainly clear
201,2026-02-25 20:53:00+00,12.2,78,0,7.2,1,mainly clear
202,2026-02-25 20:54:00+00,12.2,78,0,7.2,1,mainly clear
203,2026-02-25 20:56:00+00,12.2,78,0,7.2,1,mainly clear
204,2026-02-25 20:57:00+00,12.2,78,0,7.2,1,mainly clear
205,2026-02-25 20:58:00+00,12.2,78,0,7.2,1,mainly clear
206,2026-02-25 20:59:00+00,12.2,78,0,7.2,1,mainly clear
207,2026-02-25 21:00:00+00,12.1,78,0,7,1,mainly clear
208,2026-02-25 21:01:00+00,12.1,78,0,7,1,mainly clear
209,2026-02-25 21:02:00+00,12.1,78,0,7,1,mainly clear
210,2026-02-25 21:03:00+00,12.1,78,0,7,1,mainly clear
211,2026-02-25 21:04:00+00,12.1,78,0,7,1,mainly clear
212,2026-02-25 21:05:00+00,12.1,78,0,7,1,mainly clear
213,2026-02-25 21:06:00+00,12.1,78,0,7,1,mainly clear
214,2026-02-25 21:07:00+00,12.1,78,0,7,1,mainly clear
215,2026-02-25 21:08:00+00,12.1,78,0,7,1,mainly clear
216,2026-02-25 21:09:00+00,12.1,78,0,7,1,mainly clear
217,2026-02-25 21:11:00+00,12.1,78,0,7,1,mainly clear
218,2026-02-25 21:12:00+00,12.1,78,0,7,1,mainly clear
219,2026-02-25 21:13:00+00,12.1,78,0,7,1,mainly clear
220,2026-02-25 21:14:00+00,12.1,78,0,7,1,mainly clear
221,2026-02-25 21:15:00+00,12,78,0,6.8,1,mainly clear
222,2026-02-25 21:16:00+00,12,78,0,6.8,1,mainly clear
223,2026-02-25 21:17:00+00,12,78,0,6.8,1,mainly clear
224,2026-02-25 21:18:00+00,12,78,0,6.8,1,mainly clear
225,2026-02-25 21:19:00+00,12,78,0,6.8,1,mainly clear
226,2026-02-25 21:20:00+00,12,78,0,6.8,1,mainly clear
227,2026-02-25 21:21:00+00,12,78,0,6.8,1,mainly clear
228,2026-02-25 21:22:00+00,12,78,0,6.8,1,mainly clear
229,2026-02-25 21:23:00+00,12,78,0,6.8,1,mainly clear
230,2026-02-25 21:24:00+00,12,78,0,6.8,1,mainly clear
231,2026-02-25 21:26:00+00,12,78,0,6.8,1,mainly clear
232,2026-02-25 21:27:00+00,12,78,0,6.8,1,mainly clear
233,2026-02-25 21:28:00+00,12,78,0,6.8,1,mainly clear
234,2026-02-25 21:29:00+00,12,78,0,6.8,1,mainly clear
235,2026-02-25 21:30:00+00,11.9,79,0,6.8,1,mainly clear
236,2026-02-25 21:31:00+00,11.9,79,0,6.8,1,mainly clear
237,2026-02-25 21:32:00+00,11.9,79,0,6.8,1,mainly clear
238,2026-02-25 21:33:00+00,11.9,79,0,6.8,1,mainly clear
239,2026-02-25 21:34:00+00,11.9,79,0,6.8,1,mainly clear
240,2026-02-25 21:35:00+00,11.9,79,0,6.8,1,mainly clear
241,2026-02-25 21:36:00+00,11.9,79,0,6.8,1,mainly clear
242,2026-02-25 21:37:00+00,11.9,79,0,6.8,1,mainly clear
243,2026-02-25 21:38:00+00,11.9,79,0,6.8,1,mainly clear
244,2026-02-25 21:40:00+00,11.9,79,0,6.8,1,mainly clear
245,2026-02-25 21:41:00+00,11.9,79,0,6.8,1,mainly clear
246,2026-02-25 21:42:00+00,11.9,79,0,6.8,1,mainly clear
247,2026-02-25 21:43:00+00,11.9,79,0,6.8,1,mainly clear
248,2026-02-25 21:44:00+00,11.9,79,0,6.8,1,mainly clear
249,2026-02-25 21:45:00+00,11.8,79,0,6.3,1,mainly clear
250,2026-02-25 21:46:00+00,11.8,79,0,6.3,1,mainly clear
251,2026-02-25 21:47:00+00,11.8,79,0,6.3,1,mainly clear
252,2026-02-25 21:48:00+00,11.8,79,0,6.3,1,mainly clear
253,2026-02-25 21:49:00+00,11.8,79,0,6.3,1,mainly clear
254,2026-02-25 21:50:00+00,11.8,79,0,6.3,1,mainly clear
255,2026-02-25 21:51:00+00,11.8,79,0,6.3,1,mainly clear
256,2026-02-25 21:52:00+00,11.8,79,0,6.3,1,mainly clear
257,2026-02-25 21:53:00+00,11.8,79,0,6.3,1,mainly clear
258,2026-02-25 21:55:00+00,11.8,79,0,6.3,1,mainly clear
259,2026-02-25 21:56:00+00,11.8,79,0,6.3,1,mainly clear
260,2026-02-25 21:57:00+00,11.8,79,0,6.3,1,mainly clear
261,2026-02-25 21:58:00+00,11.8,79,0,6.3,1,mainly clear
262,2026-02-25 21:59:00+00,11.8,79,0,6.3,1,mainly clear
263,2026-02-25 22:00:00+00,11.8,79,0,6.3,1,mainly clear
264,2026-02-25 22:01:00+00,11.8,79,0,6.3,1,mainly clear
265,2026-02-25 22:02:00+00,11.8,79,0,6.3,1,mainly clear
266,2026-02-25 22:03:00+00,11.8,79,0,6.3,1,mainly clear
267,2026-02-25 22:04:00+00,11.8,79,0,6.3,1,mainly clear
268,2026-02-25 22:05:00+00,11.8,79,0,6.3,1,mainly clear
269,2026-02-25 22:06:00+00,11.8,79,0,6.3,1,mainly clear
270,2026-02-25 22:07:00+00,11.8,79,0,6.3,1,mainly clear
271,2026-02-25 22:08:00+00,11.8,79,0,6.3,1,mainly clear
272,2026-02-25 22:10:00+00,11.8,79,0,6.3,1,mainly clear
273,2026-02-25 22:11:00+00,11.8,79,0,6.3,1,mainly clear
274,2026-02-25 22:12:00+00,11.8,79,0,6.3,1,mainly clear
275,2026-02-25 22:13:00+00,11.8,79,0,6.3,1,mainly clear
276,2026-02-25 22:14:00+00,11.8,79,0,6.3,1,mainly clear
277,2026-02-25 22:15:00+00,11.6,79,0,6.3,1,mainly clear
278,2026-02-25 22:16:00+00,11.6,79,0,6.3,1,mainly clear
279,2026-02-25 22:17:00+00,11.6,79,0,6.3,1,mainly clear
280,2026-02-25 22:18:00+00,11.6,79,0,6.3,1,mainly clear
281,2026-02-25 22:19:00+00,11.6,79,0,6.3,1,mainly clear
282,2026-02-25 22:20:00+00,11.6,79,0,6.3,1,mainly clear
283,2026-02-25 22:21:00+00,11.6,79,0,6.3,1,mainly clear
284,2026-02-25 22:22:00+00,11.6,79,0,6.3,1,mainly clear
285,2026-02-25 22:23:00+00,11.6,79,0,6.3,1,mainly clear
286,2026-02-25 22:25:00+00,11.6,79,0,6.3,1,mainly clear
287,2026-02-25 22:26:00+00,11.6,81,0,6.8,0,clear sky
288,2026-02-25 22:27:00+00,11.6,81,0,6.8,0,clear sky
289,2026-02-25 22:28:00+00,11.6,81,0,6.8,0,clear sky
290,2026-02-25 22:29:00+00,11.6,81,0,6.8,0,clear sky
291,2026-02-25 22:30:00+00,11.6,81,0,7,0,clear sky
292,2026-02-25 22:31:00+00,11.6,81,0,7,0,clear sky
293,2026-02-25 22:32:00+00,11.6,81,0,7,0,clear sky
294,2026-02-25 22:33:00+00,11.6,81,0,7,0,clear sky
295,2026-02-25 22:34:00+00,11.6,81,0,7,0,clear sky
296,2026-02-25 22:35:00+00,11.6,81,0,7,0,clear sky
297,2026-02-25 22:36:00+00,11.6,81,0,7,0,clear sky
298,2026-02-25 22:37:00+00,11.6,81,0,7,0,clear sky
299,2026-02-25 22:39:00+00,11.6,81,0,7,0,clear sky
300,2026-02-25 22:40:00+00,11.6,81,0,7,0,clear sky
301,2026-02-25 22:41:00+00,11.6,81,0,7,0,clear sky
302,2026-02-25 22:42:00+00,11.6,81,0,7,0,clear sky
303,2026-02-25 22:43:00+00,11.6,81,0,7,0,clear sky
304,2026-02-25 22:44:00+00,11.6,81,0,7,0,clear sky
305,2026-02-25 22:45:00+00,11.5,80,0,7.2,0,clear sky
306,2026-02-25 22:46:00+00,11.5,80,0,7.2,0,clear sky
307,2026-02-25 22:47:00+00,11.5,80,0,7.2,0,clear sky
308,2026-02-25 22:48:00+00,11.5,80,0,7.2,0,clear sky
309,2026-02-25 22:49:00+00,11.5,80,0,7.2,0,clear sky
310,2026-02-25 22:50:00+00,11.5,80,0,7.2,0,clear sky
311,2026-02-25 22:51:00+00,11.5,80,0,7.2,0,clear sky
312,2026-02-25 22:53:00+00,11.5,80,0,7.2,0,clear sky
313,2026-02-25 22:54:00+00,11.5,80,0,7.2,0,clear sky
314,2026-02-25 22:55:00+00,11.5,80,0,7.2,0,clear sky
315,2026-02-25 22:56:00+00,11.5,80,0,7.2,0,clear sky
316,2026-02-25 22:57:00+00,11.5,80,0,7.2,0,clear sky
317,2026-02-25 22:58:00+00,11.5,80,0,7.2,0,clear sky
318,2026-02-25 22:59:00+00,11.5,80,0,7.2,0,clear sky
319,2026-02-25 23:00:00+00,11.4,80,0,7.4,0,clear sky
320,2026-02-25 23:01:00+00,11.4,80,0,7.4,0,clear sky
321,2026-02-25 23:02:00+00,11.4,80,0,7.4,0,clear sky
322,2026-02-25 23:03:00+00,11.4,80,0,7.4,0,clear sky
323,2026-02-25 23:04:00+00,11.4,80,0,7.4,0,clear sky
324,2026-02-25 23:05:00+00,11.4,80,0,7.4,0,clear sky
325,2026-02-25 23:06:00+00,11.4,80,0,7.4,0,clear sky
326,2026-02-25 23:08:00+00,11.4,80,0,7.4,0,clear sky
327,2026-02-25 23:09:00+00,11.4,80,0,7.4,0,clear sky
328,2026-02-25 23:10:00+00,11.4,80,0,7.4,0,clear sky
329,2026-02-25 23:11:00+00,11.4,80,0,7.4,0,clear sky
330,2026-02-25 23:12:00+00,11.4,80,0,7.4,0,clear sky
331,2026-02-25 23:13:00+00,11.4,80,0,7.4,0,clear sky
332,2026-02-25 23:14:00+00,11.4,80,0,7.4,0,clear sky
333,2026-02-25 23:15:00+00,11.4,80,0,7.9,0,clear sky
334,2026-02-25 23:16:00+00,11.4,80,0,7.9,0,clear sky
335,2026-02-25 23:17:00+00,11.4,80,0,7.9,0,clear sky
336,2026-02-25 23:18:00+00,11.4,80,0,7.9,0,clear sky
337,2026-02-25 23:19:00+00,11.4,80,0,7.9,0,clear sky
338,2026-02-25 23:20:00+00,11.4,80,0,7.9,0,clear sky
339,2026-02-25 23:22:00+00,11.4,80,0,7.9,0,clear sky
340,2026-02-25 23:23:00+00,11.4,80,0,7.9,0,clear sky
341,2026-02-25 23:24:00+00,11.4,80,0,7.9,0,clear sky
342,2026-02-25 23:25:00+00,11.4,80,0,7.9,0,clear sky
343,2026-02-25 23:26:00+00,11.4,80,0,7.9,0,clear sky
344,2026-02-25 23:27:00+00,11.4,80,0,7.9,0,clear sky
345,2026-02-25 23:28:00+00,11.4,80,0,7.9,0,clear sky
346,2026-02-25 23:29:00+00,11.4,80,0,7.9,0,clear sky
347,2026-02-25 23:30:00+00,11.3,80,0,8.7,0,clear sky
348,2026-02-25 23:31:00+00,11.3,80,0,8.7,0,clear sky
349,2026-02-25 23:32:00+00,11.3,80,0,8.7,0,clear sky
350,2026-02-25 23:33:00+00,11.3,80,0,8.7,0,clear sky
351,2026-02-25 23:34:00+00,11.3,80,0,8.7,0,clear sky
352,2026-02-25 23:35:00+00,11.3,80,0,8.7,0,clear sky
353,2026-02-25 23:36:00+00,11.3,80,0,8.7,0,clear sky
354,2026-02-25 23:38:00+00,11.3,80,0,8.7,0,clear sky
355,2026-02-25 23:39:00+00,11.3,80,0,8.7,0,clear sky
356,2026-02-25 23:40:00+00,11.3,80,0,8.7,0,clear sky
357,2026-02-25 23:41:00+00,11.3,80,0,8.7,0,clear sky
358,2026-02-25 23:42:00+00,11.3,80,0,8.7,0,clear sky
359,2026-02-25 23:43:00+00,11.3,80,0,8.7,0,clear sky
360,2026-02-25 23:44:00+00,11.3,80,0,8.7,0,clear sky
361,2026-02-25 23:45:00+00,11.2,80,0,9.2,0,clear sky
362,2026-02-25 23:46:00+00,11.2,80,0,9.2,0,clear sky
363,2026-02-25 23:47:00+00,11.2,80,0,9.2,0,clear sky
364,2026-02-25 23:48:00+00,11.2,80,0,9.2,0,clear sky
365,2026-02-25 23:49:00+00,11.2,80,0,9.2,0,clear sky
366,2026-02-25 23:50:00+00,11.2,80,0,9.2,0,clear sky
367,2026-02-25 23:51:00+00,11.2,80,0,9.2,0,clear sky
368,2026-02-25 23:53:00+00,11.2,80,0,9.2,0,clear sky
369,2026-02-25 23:54:00+00,11.2,80,0,9.2,0,clear sky
370,2026-02-25 23:55:00+00,11.2,80,0,9.2,0,clear sky
371,2026-02-25 23:56:00+00,11.2,80,0,9.2,0,clear sky
372,2026-02-25 23:57:00+00,11.2,80,0,9.2,0,clear sky
373,2026-02-25 23:58:00+00,11.2,80,0,9.2,0,clear sky
374,2026-02-25 23:59:00+00,11.2,80,0,9.2,0,clear sky
375,2026-02-26 00:00:00+00,11.2,80,0,9.4,0,clear sky
376,2026-02-26 00:01:00+00,11.2,80,0,9.4,0,clear sky
377,2026-02-26 00:02:00+00,11.2,80,0,9.4,0,clear sky
378,2026-02-26 00:03:00+00,11.2,80,0,9.4,0,clear sky
379,2026-02-26 00:04:00+00,11.2,80,0,9.4,0,clear sky
380,2026-02-26 00:05:00+00,11.2,80,0,9.4,0,clear sky
381,2026-02-26 00:07:00+00,11.2,80,0,9.4,0,clear sky
382,2026-02-26 00:08:00+00,11.2,80,0,9.4,0,clear sky
383,2026-02-26 00:09:00+00,11.2,80,0,9.4,0,clear sky
